"Organization","EIN","UEI","Federal.grantor","Federal.CFDA.Number","Contract.Number","Passed.through.to.subrecipients","Federal.Expenditures","Direct.Pass.Program","Grantor","Program.Title","Type.of.Program","Funding.Source","Amount.Per.San.Diegan","Amount.Per.PEH","Combined","Category","Year","X","X.1","X.2","X.3","X.4","X.5","ExpenditureType"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Housing and Urban Development","14.267","CA0880L9D011602","0","62,608","Pass-Through","","SHELTER PLUS CARE IIIa","","Federal","$0.02","#N/A","SHELTER PLUS CARE IIIa|","#N/A",2018,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Housing and Urban Development","14.267","CA0881L9D011602","0","82,063","Pass-Through","County of San Diego","SHELTER PLUS CARE III","","Federal","$0.02","#N/A","SHELTER PLUS CARE III|","#N/A",2018,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Housing and Urban Development","14.267","CA1567L9T141600","0","43,035","Pass-Through","","Hacienda Housing","","Federal","$0.01","#N/A","Hacienda Housing|","#N/A",2018,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Housing and Urban Development","14.871","RAP-14-01.4 (2/17 - 1/18)","0","176,531","Pass-Through","San Diego Housing Commission","Sponsor Based Vouchers II","","Federal","$0.05","#N/A","Sponsor Based Vouchers II|","#N/A",2018,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Housing and Urban Development","14.871","MOU - SBV","0","154,720","Pass-Through","San Diego Housing Commission","SPONSOR BASED VOUCHERS VIP","","Federal","$0.05","#N/A","SPONSOR BASED VOUCHERS VIP|","#N/A",2018,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Housing and Urban Development","14.881","MOU (Feb 18 - Jan 19)","0","123,600","Pass-Through","San Diego Housing Commission","Sponsor Based Vouchers II","","Federal","$0.04","#N/A","Sponsor Based Vouchers II|","#N/A",2018,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Housing and Urban Development","14.881","MOU - Homes Central","0","133,802","Pass-Through","San Diego Housing Commission","ACTION Central SBS MH","","Federal","$0.04","#N/A","ACTION Central SBS MH|","#N/A",2018,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Housing and Urban Development","14.881","MOU - Homes Central","0","179,071","Pass-Through","San Diego Housing Commission","ACTION Central SBS SUD","","Federal","$0.05","#N/A","ACTION Central SBS SUD|","#N/A",2018,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Housing and Urban Development","14.881","MOU - City Star SBS","0","477","Pass-Through","San Diego Housing Commission","City Star ACT SBS Vouchers","","Federal","$0.00","#N/A","City Star ACT SBS Vouchers|","#N/A",2018,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Housing and Urban Development","14.881","MOU -Center Star SBS","0","51,311","Pass-Through","San Diego Housing Commission","Center Star [50] SBS Housing","","Federal","$0.02","#N/A","Center Star [50] SBS Housing|","#N/A",2018,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Justice","16.738","MOU","0","104,663","Pass-Through","South Bay Community Services","Byrne JAG Alternatives to Detention","","Federal","$0.03","#N/A","Byrne JAG Alternatives to Detention|","#N/A",2018,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Justice","16.738","MOU","0","47,824","Pass-Through","South Bay Community Services","Alternatives to Detention Title III","","Federal","$0.01","#N/A","Alternatives to Detention Title III|","#N/A",2018,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Labor","17.259","16-286","0","15,955","Pass-Through","County of San Bernardino","WIOA Steps to Success (2016-2018)","","Federal","$0.00","#N/A","WIOA Steps to Success (2016-2018)|","#N/A",2018,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Labor","17.259","16-286","0","96,633","Pass-Through","County of San Bernardino","WIOA Steps to Success (2017-2019)","","Federal","$0.03","#N/A","WIOA Steps to Success (2017-2019)|","#N/A",2018,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","Administrative Office of the U.S Courts Office of Probation and Pretrial Services","99.XXX","0973-19-014","0","$45,919","Pass-Through","Federal Probation Program","FPP Barstow, Victorville, Yucca Valley MH","","Federal","$0.01","$10.52","FPP Barstow, Victorville, Yucca Valley MH|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","Administrative Office of the U.S Courts Office of Probation and Pretrial Services","99.XXX","0973-2016-106","0","20,663","Pass-Through","Federal Probation Program","FPP Barstow, Victorville, Yucca Valley MH","","Federal","$0.01","$4.73","FPP Barstow, Victorville, Yucca Valley MH|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","Administrative Office of the U.S Courts Office of Probation and Pretrial Services","99.XXX","0974-2016-SA02","0","28,122","Pass-Through","Federal Probation Program","CHULA VISTA FPP-SUBSTANCE ABUSE","","Federal","$0.01","$6.44","CHULA VISTA FPP-SUBSTANCE ABUSE|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","Administrative Office of the U.S Courts Office of Probation and Pretrial Services","99.XXX","0974-2019-MH02","0","139,307","Pass-Through","Federal Probation Program","CHULA VISTA FPP- MENTAL HEALTH","","Federal","$0.04","$31.92","CHULA VISTA FPP- MENTAL HEALTH|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","Administrative Office of the U.S Courts Office of Probation and Pretrial Services","99.XXX","0974-2016-MH02","0","13,406","Pass-Through","Federal Probation Program","CHULA VISTA FPP- MENTAL HEALTH","","Federal","$0.00","$3.07","CHULA VISTA FPP- MENTAL HEALTH|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","Administrative Office of the U.S Courts Office of Probation and Pretrial Services","99.XXX","0974-2016-SA08","0","12,945","Pass-Through","Federal Probation Program","UA NORTH COUNTY FPP","","Federal","$0.00","$2.97","UA NORTH COUNTY FPP|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","Administrative Office of the U.S Courts Office of Probation and Pretrial Services","99.XXX","0974-18-006(MH)","0","105,925","Pass-Through","Federal Probation Program","Pre-Trial FPP {MH) -Southbay","","Federal","$0.03","$24.27","Pre-Trial FPP {MH) -Southbay|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","Administrative Office of the U.S Courts Office of Probation and Pretrial Services","99.XXX","0974-2019-SA03","0","116,776","Pass-Through","Federal Probation Program","SA SD Metro FPP SA03 (North County)","","Federal","$0.04","$26.76","SA SD Metro FPP SA03 (North County)|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Education Office of Special Education and Rehabilitative Services","84.126A","30758","0","642,432","Pass-Through","State of California","Employment Services","","Federal","$0.19","$147.21","Employment Services|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.778","547336","0","1,915,015","Pass-Through","County of San Diego","North Coastal Mental Health Clinic","","Federal","$0.57","$438.82","North Coastal Mental Health Clinic|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.778","547337","0","1,361,072","Pass-Through","County of San Diego","North Inland Mental Health Clinic","","Federal","$0.41","$311.89","North Inland Mental Health Clinic|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.778","547336","0","701,045","Pass-Through","County of San Diego","VISTA BPSR","","Federal","$0.21","$160.64","VISTA BPSR|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.778","547336","0","223,356","Pass-Through","County of San Diego","VISTA TAY","","Federal","$0.07","$51.18","VISTA TAY|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.778","547337","0","765,603","Pass-Through","County of San Diego","KINESIS Mental Health Clinic","","Federal","$0.23","$175.44","KINESIS Mental Health Clinic|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.778","549236","0","461,801","Pass-Through","County of San Diego","STEPS ADOLESCENT","","Federal","$0.14","$105.82","STEPS ADOLESCENT|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.778","554865","0","277,462","Pass-Through","County of San Diego","ACTION Central","","Federal","$0.08","$63.58","ACTION Central|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.778","555095","0","562,464","Pass-Through","County of San Diego","ACTION East","","Federal","$0.17","$128.89","ACTION East|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.778","556358","0","971,687","Pass-Through","County of San Diego","City Star ACT","","Federal","$0.29","$222.66","City Star ACT|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.778","556419","0","664,462","Pass-Through","County of San Diego","North Coastal ACT","","Federal","$0.20","$152.26","North Coastal ACT|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.778","15-530","0","671,643","Pass-Through","County of San Bernardino","One Stop TAY Center","","Federal","$0.20","$153.91","One Stop TAY Center|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.778","18-389","0","355,730","Pass-Through","County of San Bernardino","San Bernardino ACT","","Federal","$0.11","$81.51","San Bernardino ACT|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.778","14-276","0","412,464","Pass-Through","County of Fresno","Fresno IMPACT","","Federal","$0.12","$94.52","Fresno IMPACT|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.778","18-690","0","100,609","Pass-Through","County of Fresno","Family and Adult Alternatives","","Federal","$0.03","$23.05","Family and Adult Alternatives|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.778","A16-360","0","42,594","Pass-Through","County of Fresno","Family and Adult Alternatives","","Federal","$0.01","$9.76","Family and Adult Alternatives|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.778","18-690","0","10,317","Pass-Through","County of Fresno","Family and Youth Alternatives","","Federal","$0.00","$2.36","Family and Youth Alternatives|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.778","556420","0","979,204","Pass-Through","County of San Diego","NORTH STAR ACT","","Federal","$0.29","$224.38","NORTH STAR ACT|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.778","551162","0","2,683,763","Pass-Through","County of San Diego","FAMILIES FORWARD","","Federal","$0.81","$614.98","FAMILIES FORWARD|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.778","518748","0","376,368","Pass-Through","County of San Diego","MHS SCHOOL BASED EPSDT","","Federal","$0.11","$86.24","MHS SCHOOL BASED EPSDT|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.778","547183","0","1,300,641","Pass-Through","County of San Diego","CENTER STAR ACT","","Federal","$0.39","$298.04","CENTER STAR ACT|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.778","16-413","0","614,458","Pass-Through","County of San Bernardino","TBS SAN BERNARDINO","","Federal","$0.18","$140.80","TBS SAN BERNARDINO|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.778","16-404","0","494,559","Pass-Through","County of San Bernardino","SUCCESS FIRST · EARLY WRAP PROGRAM","","Federal","$0.15","$113.33","SUCCESS FIRST · EARLY WRAP PROGRAM|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.778","a16-360","0","9,793","Pass-Through","County of Fresno","FRESNO JUVENILE TREATMENT","","Federal","$0.00","$2.24","FRESNO JUVENILE TREATMENT|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.778","17-337","0","23,879","Pass-Through","County of San Bernardino","P.R.I.D.E","","Federal","$0.01","$5.47","P.R.I.D.E|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.778","17-337","0","17,657","Pass-Through","County of San Bernardino","CENTRAL VALLEY RRC","","Federal","$0.01","$4.05","CENTRAL VALLEY RRC|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.778","17-337","0","14,989","Pass-Through","County of San Bernardino","NEEDLES OUTPATIENT SERVICES","","Federal","$0.00","$3.43","NEEDLES OUTPATIENT SERVICES|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.778","17-337","0","14,181","Pass-Through","County of San Bernardino","BIG BEAR OUTPATIENT","","Federal","$0.00","$3.25","BIG BEAR OUTPATIENT|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.778","17-337","0","21,616","Pass-Through","County of San Bernardino","YUCCA VALLEY OUTPATIENT","","Federal","$0.01","$4.95","YUCCA VALLEY OUTPATIENT|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.778","14-591","0","12,769","Pass-Through","County of San Bernardino","BIG BEAR DRUG COURT","","Federal","$0.00","$2.93","BIG BEAR DRUG COURT|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.778","14-591","0","32,256","Pass-Through","County of San Bernardino","JOSHUA TREE DRUG COURT","","Federal","$0.01","$7.39","JOSHUA TREE DRUG COURT|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.778","14-591","0","53,069","Pass-Through","County of San Bernardino","SAN BERNARDINO CFC","","Federal","$0.02","$12.16","SAN BERNARDINO CFC|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.778","14-591","0","22,908","Pass-Through","County of San Bernardino","FONTANA CFC","","Federal","$0.01","$5.25","FONTANA CFC|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.778","14-591","0","34,771","Pass-Through","County of San Bernardino","VICTORVALLEY CFC","","Federal","$0.01","$7.97","VICTORVALLEY CFC|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.297","1 TP1AH000110-02-00","0","170,140","Pass-Through","San Diego Youth Services","CAT+","","Federal","$0.05","$38.99","CAT+|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.15","547336","0","42,666","Pass-Through","County of San Diego","North Coastal Mental Health Clinic","","Federal","$0.01","$9.78","North Coastal Mental Health Clinic|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.15","547337","0","45,856","Pass-Through","County of San Diego","North Inland Mental Health Clinic","","Federal","$0.01","$10.51","North Inland Mental Health Clinic|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.275","275-2018","0","572,459","Pass-Through","County of Kern","Kern ACT-ION","","Federal","$0.17","$131.18","Kern ACT-ION|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.958","13-395","0","92,618","Pass-Through","County of Fresno","SAMHSA Fresno Juvenile Justice Center","","Federal","$0.03","$21.22","SAMHSA Fresno Juvenile Justice Center|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.959","15-400","0","$163,645","Pass-Through","County of San Bernardino","NEEDLES PRIMARY PREVENTION","","Federal","$0.05","$37.50","NEEDLES PRIMARY PREVENTION|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.959","15-320","0","150,467","Pass-Through","County of San Bernardino","NEEDLES RECOVERY CENTER","","Federal","$0.05","$34.48","NEEDLES RECOVERY CENTER|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.959","15-320","0","110,735","Pass-Through","County of San Bernardino","YUCCA VALLEY RECOVERY CENTER","","Federal","$0.03","$25.37","YUCCA VALLEY RECOVERY CENTER|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.959","16-295-1","0","650,412","Pass-Through","County of Fresno","Fresno Perinatal Residential (Fresno First)","","Federal","$0.20","$149.04","Fresno Perinatal Residential (Fresno First)|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.959","18-691","0","22,342","Pass-Through","County of Fresno","Family and Adult Alternatives","","Federal","$0.01","$5.12","Family and Adult Alternatives|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.959","18-691","0","67,014","Pass-Through","County of Fresno","Family and Youth Alternatives","","Federal","$0.02","$15.36","Family and Youth Alternatives|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.959","18-622","0","151,674","Pass-Through","County of Fresno","Floyd Farrow Behavioral Health Unit","","Federal","$0.05","$34.76","Floyd Farrow Behavioral Health Unit|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.959","15-400","0","405,633","Pass-Through","County of San Bernardino","SAN BERNARDINO PRIMARY PREVENTION","","Federal","$0.12","$92.95","SAN BERNARDINO PRIMARY PREVENTION|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.959","551085","0","725,696","Pass-Through","County of San Diego","TEEN RECOVERY CENTER","","Federal","$0.22","$166.29","TEEN RECOVERY CENTER|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.959","553434","0","588,301","Pass-Through","County of San Diego","FAMILY REC CTR RESIDENTIAL","","Federal","$0.18","$134.81","FAMILY REC CTR RESIDENTIAL|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.959","554929","0","37,518","Pass-Through","County of San Diego","SERIAL INEBRIATE PROGRAM","","Federal","$0.01","$8.60","SERIAL INEBRIATE PROGRAM|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.959","554861","0","51,703","Pass-Through","County of San Diego","NORTH COUNTY DRUG COURT","","Federal","$0.02","$11.85","NORTH COUNTY DRUG COURT|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.959","554863","0","48,370","Pass-Through","County of San Diego","EAST COUNTY DRUG COURT","","Federal","$0.01","$11.08","EAST COUNTY DRUG COURT|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.959","554862","0","67,231","Pass-Through","County of San Diego","SOUTH COUNTY DRUG COURT","","Federal","$0.02","$15.41","SOUTH COUNTY DRUG COURT|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.959","15-320","0","188,745","Pass-Through","County of San Bernardino","CENTRAL VALLEY RECOVERY CENTER","","Federal","$0.06","$43.25","CENTRAL VALLEY RECOVERY CENTER|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.959","17-337","0","55,340","Pass-Through","County of San Bernardino","P.R.I.D.E","","Federal","$0.02","$12.68","P.R.I.D.E|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.959","17-337","0","40,921","Pass-Through","County of San Bernardino","CENTRAL VALLEY RRC","","Federal","$0.01","$9.38","CENTRAL VALLEY RRC|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.959","17-337","0","34,736","Pass-Through","County of San Bernardino","NEEDLES OUTPATIENT SERVICES","","Federal","$0.01","$7.96","NEEDLES OUTPATIENT SERVICES|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.959","17-337","0","32,864","Pass-Through","County of San Bernardino","BIG BEAR OUTPATIENT","","Federal","$0.01","$7.53","BIG BEAR OUTPATIENT|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Health and Human Services","93.959","17-337","0","50,094","Pass-Through","County of San Bernardino","YUCCA VALLEY OUTPATIENT","","Federal","$0.02","$11.48","YUCCA VALLEY OUTPATIENT|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Housing and Urban Development","14.235","CA0975L9T141701","0","64,477","Pass-Through","","Fresno Housing Plus Ill","","Federal","$0.02","$14.77","Fresno Housing Plus Ill|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Housing and Urban Development","14.267","CA 1567L9T141600","0","45,716","Pass-Through","Federal-HUD","Hacienda Housing","","Federal","$0.01","$10.48","Hacienda Housing|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Housing and Urban Development","14.267","CA1567L9T141701","0","52,412","Pass-Through","Federal-HUD","Hacienda Housing","","Federal","$0.02","$12.01","Hacienda Housing|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Housing and Urban Development","14.267","CA0708L90011710","0","134,436","Pass-Through","Federal-HUD","NORTH COUNTY SAFE HAVEN","","Federal","$0.04","$30.81","NORTH COUNTY SAFE HAVEN|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Housing and Urban Development","14.267","CA0708L90011811","0","30,969","Pass-Through","Federal-HUD","NORTH COUNTY SAFE HAVEN","","Federal","$0.01","$7.10","NORTH COUNTY SAFE HAVEN|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Housing and Urban Development","14.267","CA0693L90011710","0","63,833","Pass-Through","County of San Diego","CONTINUUM OF CARE I","","Federal","$0.02","$14.63","CONTINUUM OF CARE I|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Housing and Urban Development","14.267","CA0689L90011704","0","43,766","Pass-Through","County of San Diego","SHELTER PLUS CARE II","","Federal","$0.01","$10.03","SHELTER PLUS CARE II|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Housing and Urban Development","14.267","CA0689L90011805","0","30,851","Pass-Through","Federal-HUD","SHELTER PLUS CARE II","","Federal","$0.01","$7.07","SHELTER PLUS CARE II|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Housing and Urban Development","14.267","HHl-19-058","0","421,872","Pass-Through","San Diego Housing Commission","SHELTER PLUS CARE IV","","Federal","$0.13","$96.67","SHELTER PLUS CARE IV|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Housing and Urban Development","14.267","CA0881L90011703","0","76,407","Pass-Through","County of San Diego","SHELTER PLUS CARE Ill","","Federal","$0.02","$17.51","SHELTER PLUS CARE Ill|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
"MHS",953302967,"NEKBPBN3HN96","U.S. Department of Housing and Urban Development","14.267","CA0880L9D011703","0","44,529","Pass-Through","County of San Diego","SHELTER PLUS CARE Illa","","Federal","$0.01","$10.20","SHELTER PLUS CARE Illa|","#N/A",2019,NA,NA,NA,NA,NA,"","Other/Unknown"
